Datetime,Text,Label
5/26/2022 20:23,"@MegaPKeliduan @arvindonoviar Ketum anda Islam?
Ga cukup cm ngaku2 ""Saya/ Kami Islam/ Muslim""

Sudah banyak yg ngaku2 berAgama Islam tp benci sm Ajaran nya...",0
5/26/2022 20:18,"@BERKARYA_NET Gw dari dulu suka membiasakan ga langsung terhanyut main follow klauan kaya si @MegaPKeliduan ini
Ternyata cuma pansos doang.
Dan gw bersyukur,akhirnya terlhat warna aslinya klompok org2 ini.
Trnyata Mereka benci islam.
Dan gw bakal perangi klakuan mahluk2 tolol kaya gini.",0
5/26/2022 20:11,"Manusia ini tau sebenernya ga ada radikalisme di negeri ini die cuma benci Islam, klo radikalisme bener adanya udh pada mati duluan orang2 macem dia https://t.co/d6N9JlB5Qf",0
5/26/2022 19:19,"@cybsquad_ @dina_sulaeman Waspada syiah ,mereka benci ,dan akan merusak Islam",1
5/26/2022 19:17,"@MegaPKeliduan @ruhutsitompul Sy pro khilafah, krn merupakan ajaran dalam Islam. Dan saya bukan penumpang gelap yg anda maksud karena kami benci rasisme dan tetap kami cinta NKRI dan Indonesia merupakan bangsa dan negara berdasarkan Pancasila.",0
5/26/2022 19:15,"@MegaPKeliduan @ruhutsitompul kenapa loe jd islam phobia begini..anda malah menyakiti hati kami umat islam yg sebelumnya mendukung anda..sy sama sekali bukan hti dan pro khilafah..tp sy sgt tersinggung dgn ucapan anda,knp benci PKS,yg merusak negara dan banyak koruptornya jelas dr PDIP apa krn loe dukung LGBT",0
5/26/2022 19:07,"@MegaPKeliduan @ruhutsitompul Menolak rasis thd ruhut, tapi malah rasis thd kelompok islam. 
Kalau benci islam, to the poin aja, jgn berlindung di balik kata2 nasionalis dan pancasila.
T**k lu, sama aja lu dgn gerombolan ruhut yg lu laporin itu.",0
5/26/2022 18:56,@MegaPKeliduan @ruhutsitompul Ternyata benci sm islam juga. Mending gabung aja sekolam sm ruhut,0
5/26/2022 18:45,"Done
Sya kena Prank ternyata Islamophobia juga
Benci Islam juga https://t.co/ApD5Zk67jh",0
5/26/2022 18:45,@Hayuningrat7 Trs knp klo ada yg pakai hijab n cadar bacot lu sll blng budaya Arab kadrun dll cintai budaya Nusantara/jawa..skrg lu tau kan Kristen jg pakai hijab.. Yahudi jg pakai hijab n cadar...bacot gak.konsisten..blnh sj benci Islam gk ush muter2 ntar otak lu sengkleh,0
5/26/2022 18:36,@CutSarina5 @MegaPKeliduan @ruhutsitompul Saya udah Unfoll dia sendiri RASIS dan benci Islam,0
5/26/2022 18:18,Ternyata benci dengan partai Islam dan ormas Islam. Ini rasis juga... https://t.co/mi5DAxrtNx,0
5/26/2022 18:11,@RieGucciano Si Mega Petromaks secara tersirat benci Islam juga.,0
5/26/2022 17:24,@Maya83206301 Pengikut fir'aun gk heran benci dgn Umat Islam &amp; Ulama Kami.. Bosnya fir'aun ya pengikut nya iblis..,0
5/26/2022 17:00,@CNNIndonesia Kenapa UAS berbahaya? Karena ceramahnya sering menyangkut tema politik. Banyak mengangkat tema2 patriotisme dan kebangkitan Islam. Para islamophobia benci hal itu karena bisa mengobarkan semangat jihad. UAS sudah jadi bara api didalam sekam. Tinggal tunggu waktu buat membara saja,0
5/26/2022 16:13,@Hilmi28 Yg dibenci itu sareatnya dan Kholifah islamiahnya kan jadi  anejh orang Islam benci sareat.,0
5/26/2022 14:58,"Ntar di ciptain dach,pahlawan pejuangan berkarakter banci,terus ada lg,komplotan sesat aliran nusantara,jual nama nabi utk melegalkan LGBT,kelakuan otak bejat,syareat islam di benci,yg di benci ALLAH SUBHANNAHU WA TA'ALA,malah di maklumin,ach manusia tolol,sdh sprt tuhan aja",0
5/26/2022 14:52,@MNW_MNW_MNW mana ada...yang benci dengan agama...terutama islam...itu adalah PKI,0
5/26/2022 14:02,@_airaan @Hayuningrat7 @sabar_setiabudi Dan kamu jelas Orang Islam yg benci keyakinan lain ....hayo apa lo apa lo,1
5/26/2022 13:51,"@_memoryusang Astaghfirullah, saya juga paling benci kalau ada yg menghina Antar-Agama. Karena saya juga nggak mau, Islam dihina. Yg suka menghina Agama lain, berarti ( dia ) tidak punya Iman. Saya bukan sok suci, tapi tolonglah.. Tuhan Memang Satu, cuma cara kita saja yg berbeda.",0
5/26/2022 13:50,"@fwtari Iyap betul sih ini! Tp kaya yg kamu tau, dibalik mereka ada kelompok yg disebut musuhnya islam, y@hudi. Jd keliatan, agama mana yg paling mereka benci.",1
5/26/2022 13:08,@maspiyuaja Pantesan @na_dirs benci UAS bela Singapura bela LGBT ... gitu ngaku Islam,0
5/26/2022 12:54,@Mdy_Asmara1701 Itu udah watak kaum kafirun akan benci umat islam sampe kiamat.,0
5/26/2022 12:41,"Jangan benci si pelaku dosa, tapi bencilah kepada dosa yg dia lakukan. Tegur, bukan menghina. Nasihat, bukan mengata. Ini baru yg Islam ajar",0
5/26/2022 12:18,@Shadeofnone @ridwan_har @z4r4n Wkwkwk ocehan mu tdk bisa membuat umat islam benci dengan ustad dn ulama nya. Munafuck dripda lu kbnykn ngoceh mending kmu bljr agama biar bisa bedekan mnsa  syiah dan ahlul sunnah .jgn cuma ngaku2 umat nabi tpi jdi budak org kafir utk mnyerng muslim.ðŸ¤£ðŸ¤£,0
5/26/2022 12:15,"@_ekokuntadhi Semakin kemari, semakin jelas, bahwa yg kalian benci itu bukan UAS, UAH dll, bukan juga Arab. Tapi, yg klen benci itu adalah Islam.
Manusia kardus yg berkedokkan Islam, adalah manusia munafikun kelaparan dan Syiah Jahannam.",0
5/26/2022 12:02,"@CNNIndonesia Kadang kita lupa ngaca
Ya kalian2 sendiri yg membuat citra islam yg harusnya rahmatan lilalamin jadi terkesan bar bar
Tp sbnrnya masih banyak sih ulama2 lurus,nggk berpolitik dan hidup sederhana yg mengajarkan tentang kebaikan,buka  benci membenci orang",0
5/26/2022 11:40,"@coachaddie_off @mabespolri_ @DivHumas_Polri @UAS_AbdulSomad yg bodoh nya yg ngakunya Islam malah ikut benci ulama2 lurus UAS,HRS..",0
5/26/2022 11:40,"@Hayuningrat7 @sabar_setiabudi Keliahatan sekali akun mu kau benci islam, maaf saya tanya kau bilang SDM rendah pendidikan mu sampai mana dan apa yg prnah kau berikan pada negara ini jasamu heemmm",0
5/26/2022 11:36,"Rezim Singapura bermain 'politik babi nyepet': Rakus uang haram koruptor, benci Ulama &amp; Islam.

UAS berhasil bongkar kedok busuk tsb. Wajar jutaan umat Islam bela UAS.

Kejahatan 'politik babi nyepet' adalah gambaran kaum Sodom di era modern. Melawan mrk adalah kewajiban

*FA*",0
5/26/2022 11:16,"@WZastra @OposisiCerdas Bgt2 dah mancing esmosinya, hadeeh mual bgt2 dah liat para munafikun musuh-benci islam, gada urat malunya ngaku2 islam,pa g' dpt2 kerjaan atw idheologhiÃ— yach",0
5/26/2022 11:01,@Mantiko_Bungo Hormati Keingan Umat Islam Yg Memenuhi Perintah LGBT Itu Di Benci Allah,0
5/26/2022 10:46,"Kl Saya Teriak ""Terkutuklah YAHUDI""...smbil bw bendera PALESTIN.. Sy dapat dukungan 100 % orang ISLAM..Tp kalo sy bilang dgn perkataan yg sama ""Terkutuklah kau YAHUDI""sambil bawa symbol suntikan , itu yg benci nda cuma YAHUDI,Org ISLAM pun byk yg nda suka....VAKSIN pengecualian https://t.co/YT9ErOaqO8",0
5/26/2022 10:17,"@__Sridiana_3va Gerombolan para munafiq, mengaku islam tp benci arab, pdhl kitab sucinya bahasa arab, nabinya org arab, sebenernya mrk itu benci islam",0
5/26/2022 10:17,"@EdigemborGe @HukumDan Jd sy sdah dpt kesimpulan kenapa mereka benci FPI, HTI, syariat islam.
Karena kelakuan mesumnya bakalan gak bsa di lakukan lg dan jelas2 dalam islam hal tsb di haramkan, begitu ya @EdigemborGe ?",0
5/26/2022 10:16,"@restyca_yah @na_dirs Kalau ada orang kafir benci Islam itu wajar, ada orang Islam benci agama Islam itu aneh beud ðŸ¤£ðŸ¤£ðŸ¤£",0
5/26/2022 10:09,@fauzanrifan1 Ini nih tanda orang yg termakan media sosial.Gak ngotak sih.Sejak kpn dan bagaimana kami umat islam membenci kaum kafir.Baca surat alkafirun.Betapa islam mencintai perbedaan dan keberagaman dlm beragama. Hanya saja Orang non muslim kami sebut kafir. Bukan berarti kami benci tolol,0
5/26/2022 9:40,"@gibsonsimarmata ((((Yg aku heran, ada org yg ngaku2 islam tapi gk suka &amp; benci dng org baik ini &amp; ikut mencaci nya itu apa namanya...?))))
Namanya masih waras",0
5/26/2022 9:37,"@yaniarsim Orang arab jahiliyyah yg faham bener kosa kataanya sajah gak ngambek..ini yg sok sok an malah muring2..
Jd yg masalah tuh bukan kosa katanya.. tapi asal bahasanya..
Nampak benci Arab..terlihat benci Islam..itulah gerombolan Orientalis",0
5/26/2022 9:18,"@FebErydani @Hayuningrat7 Sdh 2022, jng goblok trus laahh.  Ngk bukan benci agama Islam nya.  .  Tapi kami jijik, marah, benci dg kelakuan oknum Islam yg kbtulan dipanggil ustad  mnurut kalian, doyan fitnah dan adu domba, lagi mnghasut",1
5/26/2022 9:02,"@MNW_MNW_MNW Monggo di santroni MALING duit Rakyat indonesia biasanya matanya sipit namanya Johanes plus LIONG benci ISLAM n menyengsarakan Rakyat Indonesia
Tetep nagar
#LuhutKompradorRRC 
#LuhutKompradorRRC https://t.co/f1YOhja6EF",0
5/26/2022 8:38,"Pancasila itu produk pemikiran tokoh2 muslim Indo, yg landasan pemikiran mrk (Moch Yamin, KH Agus Salim, dll) Tauhid Islam. 

Sila-1 mengacu agama, semua agama di Indo melarang LGBTQ. Dilarang bukan berarti benci. Dilarang makan babi, bukan berarti benci babi. Mengandung mudorot. https://t.co/fZnGwrrosF",0
5/26/2022 8:34,"@arvindonoviar Pancasila itu produk pemikiran tokoh2 muslim Indo, yg landasan pemikiran mrk (Moch Yamin, KH Agus Salim, dll) Tauhid Islam. 

Sila-1 mengacu agama, semua agama di Indo melarang LGBTQ. Dilarang bukan berarti benci. Dilarang makan babi, bukan berarti benci babi. Mengandung mudorot.",0
5/26/2022 8:33,"@democrazymedia @boco_aluih_ang Berarti si banyak bacot ini keturunan pki, ngaku islam tapi benci dg sdr x yg muslim....pakai rok aja lu bro !!!???ðŸ¤ªðŸ˜˜ðŸ˜ðŸ’¥",0
5/26/2022 8:19,"@OposisiCerdas Bener nihhhh ntar digebukin rame2 minta ampun lu.

Anda ngaku Islam tapi sangat benci ulama tujuan mu apa??.

Mau sok cari muka &amp; rela korbankan Saudaramu dasar biadab.

Saat ini yg dibutuhkan persatuan &amp; keutuhan seluruh bangsa agar hidup aman &amp; damai.
Jauh dari saling curiga",0
5/26/2022 8:08,"@Maya83206301 Smg sehat selalu UAS, hanya PKI yg benci sm ulama,emang itu cara kerja mereka mengadu domba umat Islam,",0
5/26/2022 7:50,"Gus itu, cinta Al-Qur'an, Cinta Sunnah, Cinta Ulama, Cinta melihat Islam bersatu, Cinta melihat Islam memimpin peradaban. Kalau ngakunya Gus, tapi Dukung LGBT, Benci ULAMA, Mikirin diri sendiri, Benci Islam, ini Bkn Gus! Ini Manusia Munafik, yg kepingin Hubbut Dunia! @tvOneNews",0
5/26/2022 7:49,"@democrazymedia Baru tau kalau KASAD nya Sunan, baru kali ini dalam sejarah Indonesia sejak Merdeka, setahu saya Sunan itu sangat menyayangi Ulama,Kyai dan Umat Islam dan Sunan itu sangat benci kemungkaran
Apakah dia juga begitu??",0
5/26/2022 7:33,"@MRizuanmh @akhifairuz_ Xde bukti dia agama apa.klu dia muslim&amp;benci agama lain,dia takkan pakai mcm tu utk buat onar.melainkan dia mmg benci kedua2 agama dan nk melagakan,atau....dia mmg ada masalah mental yg blom diagnose.kalau dia ngaku islam pun susah nk percaya",0
5/26/2022 7:32,"@HeriSuwondo2 Yg benci kata kafir itu, semoga segera dipanggil menghadap Allah SWT, karena sdh menjadi manusiaÂ² tak tahu diri. Gelar kiyai, gus &amp; sgl macam, tp bencinya ke Islam setengah mati.",0
5/26/2022 7:25,"@Sidongdot007 @brunovarrel @ChusnulCh__ Ditolak cuma singapura aja bong, karena telp dr intelijen indonesia. Buktinya ust Somad ceramah di Malaysia, Brunei, Maroko tdk masalah. Paham. Kalian benci kpd ust somad karena beliau dakwah membela islam dan tdk pro rejim ini. Paham",0
5/26/2022 7:07,@AREAJULID pd mikir ga sic yg kaya gini mlh di buat sm yg benci islam?cm org gmpg ke trigger..,0
5/26/2022 7:06,"@Zackrie1311 @dermainejupri @Pesallobbo @davetoh_2020 @MatthewShanmu10 @wallaun_cyber @feraaldha @TonyBcastello @NoorAminAhmad @TengkorakLu @Jack_AntiBodo @akmalnasir @fahmi_fadzil @OrenjiRenOren @PisauKarat @mohdxanuar @MFYusoff @Hamba_Allah111 @LagaCawan Islam melarang umatnya dari makan rasuah .. menyamun .. memfitnah .. berbohong .. dan masalahnya datang  apabila pas bekawan dgn perasuah,penyamun, pemfitnah dan pembohong hanya kerana pelakunya melayu yg beragama islam .. tak nampak sedikit pun benci terhadap pelaku tu semua",0
5/26/2022 6:47,"@VindhTR Betul banget. Islam itu luas, diajarkan cara berpikir yang ga berdasarkan suatu data yang asli. Kalau asal nyebut bisa ngarah ke banyak faktor, contoh kecil memfitnah. Fitnah sendiri kan sifat yg disukain setan dan di benci Allah.
Loh .... Jadi siapa yg ngajarin jalan setan? ðŸ˜­",0
5/26/2022 6:40,"@Hayuningrat7 Yg keturunan China jutaan wajarlah kalau mereka bela bangsanya ,orang pribumi yang cerdas tentu sekali sangat terhina dengan tindakan Singapura ,dan mereka bekerjasama dengan pemerintah Indonesia yg keturunan China mereka sangat benci kebangkitan  Islam",0
5/26/2022 6:22,"Mereka cuma mencari dalih pembenar, yg ada dlm hati mereka adalah kebencian, bukan benci kepada orang, tetapi benci kepada Islam https://t.co/My2yXF7ef6",0
5/26/2022 6:20,@HusinShihab Namanya Hasin keIslam Islaman namun perilaku benci penyebar kebenaran ttg Islam,1
5/26/2022 3:19,"@GenBeWise Nah bener nih...

Benci dia, Karen Islam kaffah tak akan memberi peluang pada kegiatan penuh dosa spt itu..

Dia jd Syiah mungkin jg Krn bisa kawin kontrak bahkan cuman semalam dg mudah. Sex bebas dlm balutan legal agama yg keblinger",0
5/26/2022 2:19,"Kadang sebuah alasan tidak perlu logika jika menyangkut hati yang mendengki. 

Kalau sudah ada benci tertanam, ulama berlibur pun dituduh menyebarkan ajaran radikalisme. Apa hubungannya? 

Tidak paham syariat Islam tapi sotoy tentang UAS. Terhasut sudahðŸ˜‚

https://t.co/GsWKY6Whmm",1
5/26/2022 1:18,"Ini nih slhsatu alasan knp grombolan bajingan tengik ini benci islam yg berasal dari arab, krn baginda rosul sbg org arab melarang perbuatan fahsya &amp; mungkar semntara mrk sebaliknyaðŸ¤®ðŸ¤®ðŸ¤® https://t.co/4orlUlrglq",1
5/26/2022 0:49,"@ekowboy2 Ini mainan media saja, kalau real rakyat s'pore gak tau dan ga peduli juga kayakna, dalam negeri kan mmg ada yg ingin uas dilabel radikal dan teroris, klop khan.gayung bersambut, dan mrndagri sgp ini kayak nya mmg benci islam juga, masa ga malu negara vs personal, koplak itu mah",1
5/26/2022 0:35,@Iwan_Soenardi Tiket Laku Keras Drun Kadrun @Iwan_Soenardi gak di Detik gak di Twitter BENCINYA ke @aniesbaswedan awet Iwan ngaku Islam... Tapi pendukung Kafir Ahok Penista Agama ... Banjir Semarang Jateng gak benci ke Ganjar yg copras Capres gakda Prestasi,1
5/26/2022 0:32,"@puanmaharani_ri Tante kok kek ny benci banget sm syariat Islam? Eljibiti di laknat loh? Hati2 pro? Wong kakek si tante aja jalani syariat Islam, klo gak POLIGAMI tante mn ada skrg ampe terkenal jd tukang MATIIN MIC ðŸ˜…",1
5/25/2022 23:54,"@na_dirs nadir, pengen bgt lu di pakein gus. otak liberal . sama ulama yg baik lu nyinyir. sama yg benci islam lu dukung.",0
5/25/2022 22:58,"Serem ih pekerjaan orabg Indonesia yang tebar kebencian. Yang setiap hari nyinyir kelompok anu dan membenturkan dengan agama.

Yang saya omongin ini bukan orang beragama, namun orang yang benci agama. Khususnya agama islam. 

Muslim khusyu sedikit aja nyinyirnya udh selangit.",1
5/25/2022 22:47,@FWBESS Kalo di islam kenapa kita diajarin mencintai sesuatu sewajarnya itu karena bisa jadi sesuatu itu gabaik/atau justru bisa kamu benci,0
5/25/2022 22:29,@BuronanMabes Biadab mknya benci islam fpi,1
5/25/2022 22:28,"@UyokBack Kaki tangan pki,pkc rrc,oligarki,9 naga,pendukung lgbt sangat benci islam,dia mahluk biadab laknatullah",1
5/25/2022 22:05,"@tanyakanrl Wajib mah solat, sedekah, berbuat baik, naik haji bagi yg mampu tolol, bukan poligami. Sumpah gue paling benci sm poligami dan kenapa islam harus ada poligami dan knp gue harus islam wkw kadang miris, iya di zaman dulu poligami dilakukan untuk membantu, lah skrg? Nyari memek baru",1
5/25/2022 21:48,"@ikur12_iwan @steffy_SYN @zuljk2 @CNNIndonesia Makasih loh bang sampe segitunya cari bahan sampe buka profil gw ðŸ¤£ðŸ¤£ðŸ¤£.  Sapa juga yang dengki, rugi gw dengki sama orang yang pemahaman islamnya dangkal, sodara gw juga ada yang islam bang, haji juga, tapi pikirannya baik gak ada benci atau kafir2in orang lain",1
5/25/2022 21:15,"@Valosenadya1 Perang urat saraf sdh dimulai, aneh sajah ngaku muslim ko ikut2an benci etnis Arab malah mmbnggakan etnis  gurun goby ug hoby garong asset negara. Mafih Dendam kekalahan pilkada DKI kah dmn nasionalisme nya. Anda termasuk Islam Phobia kah ?",1
5/25/2022 21:10,"@patoradoz200 Kl org yg mengaku islam,gakn mnyakiti mahkluk terutama manusia mau agama apapun,yg kita benci cm ahklak bukn manusia..tugas islam memperbaiki akhlak bukan membunuh atau mendzalim.gmn org suka sm islam kl org yg ngaku islam jd radikal..otak pd sungsang kandas seperti kapal kandas. https://t.co/CB8z1NrH3S",0
5/25/2022 20:56,@Palupi02502474 @jhabadi @aniesbaswedan @jakprogroup @jakintstadium Knp benci sm Islam... Adek gw kandung juga Moeslim... Tapi mereka berfikiran maju,1
5/25/2022 20:28,"@cherrycolada2 @tanyakanrl Iya. Takutnya itu orang justru sengaja biar orang lain yang baca benci agama Islam, atau membuat pemikiran yang salah tentang agama Islam soalnya kalau dia Islam beneran (taat) pasti tau kalau poligami itu ga diwajibkan.",1
5/25/2022 20:18,@Dennysiregar7 Den coba lihat apa orang Islam yg nembaki di USA kok kayaknya loe benci banget sama orang Islam,1
5/25/2022 20:11,@geloraco Dasar keling hindu kli...benci islam...klo dia kling islam pasti dukung uas...,1
5/25/2022 20:08,"@0ui_08 Pantas saja PKI2,liberal2,syiah2 cs sgt benci dg para habaib krn mereka yg sgt gigih amar ma'ruf nahi munkar,mereka yg sgt anti PKI sehingga rencana mereka utk merusak islam dan NKRI terhalang oleh para habaib ini..",1
5/25/2022 19:48,"@Valosenadya1 Karena ternyata, yg mereka benci itu, bukan Arab nya. Islam yg hendak mereka hajar.
Sakit nya, banyak yg ngaku Islam, ikutan maki anies dan dewakan si ahok. Sakit Jiwa.",1
5/25/2022 19:47,"@tamerlane9470 @strike_bravo_b @catitaliste Orang Salapi biasanya malah apatis.

Kebanyakan yang suka rusuh di mari itu Islam tradisional (mereka tahlilan, Maulidan, dll.) tapi benci NU.",1
5/25/2022 19:39,@MNW_MNW_MNW Sampai segitunya benci Islam,1
5/25/2022 19:35,"@rahmani_ima Sudah ngawur goblok lagi.
Pake kerudung dan kemungkinan beragama Islam tapi benci ajaran Islam, bela homosek.",1
5/25/2022 19:03,"@pecintaanabul @iTsmebayuutaa @Lisaamartatara4 Idih, gak ada hubungannya jir...Poseidon nih cuma chara anime yg w sukai yg penting w gak nyembah dia. Beda ama lu udah bela si kafir sok-sokan ngatain munafik lagi? Padahal lu yg munafik,udah islam tapi benci ulama! Pake akal boss",1
5/25/2022 19:00,@reydonsimalakam @Fyandika1 @AsliLucuBanget @Dennysiregar7 Islam munafik kyk lu..Islam cm tempelan KTP..lu sdh berbuat apa u kamusiaan noh.. FPI sblm dibubarkan byk bantu bencana alam..Islam munafik kok benci sesama Islam..mending lu kafir sj drpd ngaku Islam tapi gk ada gunanya u Islam..,1
5/25/2022 18:51,"@Fahrihamzah Beritain mafia migor lebih afdol 

Lah ini gilak amat benci amat sama islam",1
5/25/2022 18:32,@Kimi58486332 @msaid_didu @DPR_RI @fadlizon biasanya ni kalau benci sama islam sampe ubun ubun nanti nya jadi mualaf kita doakan,1
5/25/2022 18:29,"@QaillaAsyiqah itukan kata cebong yg memang benci islam, teroris itu juakan kaum islamphobia, kasihan yg dikorbankan untuk dibom",1
5/25/2022 18:28,@arwan72742806 @Dennysiregar7 Ini org otaknya kecil justru  DS itu menunjukan  bukan benci islam atau pondok pesantren tp benci kepada pelaku kriminal jd siapapun golongan apapun kl menyimpang dr norma kemanusiaan pasti akan di kritik ... kok kadal gurun ga sampai  ya pikirannya...,0
5/25/2022 17:37,"@ronavioleta @jokowi @erickthohir @puanmaharani_ri gak takut dicaci sbg kadrun oleh pendukungÂ²nya yg bodohÂ² itu apah pak, buk? mereka benci banget dgn simbol islam lho..
ngakunya sih mereka paling pancasila, paling nkri.. tapi yagitu deh..narasi mereka gak ada pancasilaÂ²nya samsek.",1
5/25/2022 17:31,"Maluu yaa ngaku2 Islam malah benci sama ustad yg lurus, malah di ketawain sama yg beda agama, mereka aja salut sama UAS https://t.co/hkr0I03vaJ",1
5/25/2022 17:23,Hei iya kamu iya kamu jaga ya apa yg Islam ajarkan untuk kita kamu Ndak bencikan Al Qur'an yg kamu yakini aku khawatir bila kamu benci sehingga kamu iya kamu lupa pada QS AT tharim ayat 6,0
5/25/2022 16:30,"@VIVAcoid Ini pejabat keturunan dr negara yg benci banget sama Islam... 
Gak aneh...",1
5/25/2022 16:13,"@vadegumilar @PFTee @AlissaWahid ad org exrimis islam yg melakukan itu dan itu slh.. tp ingat ad kejahatan serupa oleh org budha di myanmar,org hindu di india,orang kristen di new zealand..cm klo anda benci islam saya bs mngrti",1
5/25/2022 16:10,"@HusinShihab Ini mah sampah ngakunya habib tapi sama islam benci ...coba sadar wahai husin alwi...jaga ucapan mu yang sllu memprovokasi ummat ...ente gak sadar"" ya ngakunya aja habib ...klo ada org seperti ente 10 aja hancur ini ...coba fikiran nya yg jernih jgn sedikit"" radikal",1
5/25/2022 15:55,@_ekokuntadhi Orang kayak @_ekokuntadhi ini ga pantas di sebut muslim..islam tapi benci ulama dan bela kafir..naudzubillah..,1
5/25/2022 15:38,"@geloraco Penganut sekte Syi'ah wajar saja benci sekali sama Islam
ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ˜ŽðŸ˜Ž https://t.co/mYsTjktiKq",1
5/25/2022 15:11,"@gibsonsimarmata Sya salah satu benci somad bukn krn somad islam tapi krn somad intoleran dn pndukung khilafah, sdngkn bngsa ini terdiri dari brmacam agama, dia intoleran mrendhkn agama lain dn khilafah itu mnjalankn hukum islam, apakah bisa agama lain di khilafahkn ( ga akn ada agama lain )",1
5/25/2022 15:06,Ini makanya sori bgt gw dr dlu benci bgt sama org islam yg udah ke brainwashed kyk gni. Dr kecil udah benci bgt smaa org islam sori bgt. Tp makin dewasa makin tau krna org2 islam bodoh saja. Banyak yg masih pinter &amp; menghargai org kristen dibanding org seperti ini https://t.co/T7ad5ZCqo3,1
5/25/2022 15:06,"@geloraco Jika buzzer itu orang kafir itu wajar itu benci UAS, yang kurang ajar itu jika buzzer itu umat Islam ....ko benci UAS.... itulah tanda kaum munafik... Kaum inilah yg sangat membahayakan keutuhan umat Islam juga keutuhan Negara.",1
5/25/2022 15:04,"Ada orang Islam yang benci sama syariat Islam. Ibaratnya itu kan, syariat Islam dan agama Islam itu mengikat. Kalau orang Islam, harusnya ya ikut syariat Islam",1
5/25/2022 14:24,@_ekokuntadhi Padahal cadar itu bagian dri suna islam tp ada umat islam yg benci dg sunnah sendri...,1
5/25/2022 14:11,@cobeh2021 @msaid_didu Tepat sekali bang klo mau jadi pejabat islami banget  klo udah jadi benci sekali sama islam,1
5/25/2022 14:09,"@na_dirs Ngara yg menerapkan syariat Islam kenapa jauh2 ke Afghanistan sih Gus?
Kan ada yg Deket ,
Brunei Darussalam misalnya?
Ngga kelihatan / ngga bisa dibuat perbandingan?
Kenapa singapur dibandingkan sama Afganistan?
Kenapa ngga Afghanistan sama Ethiopia gitu?
Klao udah benci ya susah",0
5/25/2022 14:08,Jelas dalam malaysia masih ramai yg benci Islam https://t.co/mFG5Kd8Y1o,1
5/25/2022 13:37,"@bachrum_achmadi Itu pake kerudung gk di marahin sama mak nya, kan gk perlu suara orang islam. Tante nya sendiri Hindu yg notabene benci sekali dgn islam.

Klo saja ada orang islam milih dia, orang Islam goblog",1
5/25/2022 13:32,"@geloraco lu maunya umat islam ikutin cara lu ya,demen sama lgbt,benci bgd syariat dan sebagainya ya gak sih",0
5/25/2022 13:23,"@stafsuscolonial Aq kan hanya nanya Hillary takebeer ga, itu aja dijwb.
Kl persepsi km melebar lalu menganggap benci islam silahkan aja km bermain dlm persepsi km, sah2 aja sih tp apakah benar tuduhan km ? Blm tentu lah.",1
5/25/2022 13:15,"Jadi cuma yang takbir yang dituduh teroris?

Kalo yang bunuh orang atas nama demokrasi, atas nama gospel, dan atas nama lain lain bukan teroris??

Aslinya kalian memang cuma benci islam.   Selesai https://t.co/ib9Txppfje",1
